ID;Fecha Modificacion;Fecha Descarga;Id_Departamento;Cod_Departamento;Departamento_es;Departamento_eu;Fecha Inicio Dpto;Fecha Fin Dpto;Tipo_Estructura;Tipo_Organo_es;Tipo Organo_eu;Id_Organo;Cod_Organo;Organo_es;Organo_eu;Fecha Inicio Org;Fecha Fin Org;Id_CentroOrg;Cod_CentroOrg;CentroOrg_es;CentroOrg_eu;Fecha Inicio Centro;Id_TipoCentro;TipoCentro_es;TipoCentro_eu;Cod_CentroSAP;Centro_dest.or;Centro_Destino;Calle/Numero;CP;Pais;Municipio;Localidad;Telefono;Fax;Correo_Electronico;Id_Posicion;Cod_Posicion;Posicion_es;Posicion_eu;GR.PER;Des.ES.grupo;Des.EU.grupo;APER;Des.ES.area;Des.EU.area;Id_TipoCargo;TipoCargo_es;TipoCargo_eu;Id_Empleado;DatosPersonales;Fecha Nombramiento;BOPV Nombramiento;
91985;16/02/2023;16/01/2024;5901;20000000000; Seguridad; Segurtasuna;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;5901;20000000000; Seguridad; Segurtasuna;08/09/2020;31/12/9999;6321;20000000000; Consejería; Kontseilaritza;08/09/2020;A03;RANGO: CONSEJERIA;MAILA: KONTSEILARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;60001665;5282/1;ASESOR/A NUEV. TECNOL. APLIC. SEGUR. PUB;SEGURT. PUBL. APLIK. TEKNOLG. BERR. BUR.;C;Personal eventual;Behin-behineko lang.;C1;Rango cargo público;Kargu publiko maila;PE01;Rango Viceconsejero/a;Sailburuorde maila;80094133;NABERAN OZAMIZ, JUAN FELIX;13/02/2023;29/2023;
92272;24/06/2021;16/01/2024;30001600;9,00E+11; Otros Entes, LEY 1/2014, de 26 de junio; Beste Erakundeak, 1/2014 LEGEA, ekainaren 26koa;01/01/1980;31/12/9999;90;EPJP - Ente con Personalidad Jurídica Propia;NJPE - Nortasun Juridiko Propioko Erakundea;30001724;9,21E+11; Consejo de Relaciones Laborales (CRL); Lan Harremanen Kontseilua (LHK);01/01/1980;31/12/9999;30001724;9,21E+11; Consejo de Relaciones Laborales (CRL); Lan Harremanen Kontseilua (LHK);01/01/1980;C80;EPJP – ENTE CON PERSONALIDAD JURÍDICA PROPIA;NJPE - NORTASUN JURIDIKO PROPIOKO ERAKUNDEA;;;;;;;;;;;;60008237;7108/1;SECRETARIO/A GENERAL;IDAZKARI NAGUSIA;1;Cargo púb. directivo;Zuz. kargu publikoa;13;Otro cargo púb. CAE;EAE beste kargu pub.;AD02;Rango Director;Zuzendari maila;80095241;ZARANDONA GUTIERREZ, YOLANDA;17/05/2021;;
92559;26/03/2021;16/01/2024;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;6443;91000000000; Viceconsejería de Salud; Osasun Sailburuordetza;08/09/2020;A10;RANGO: VICECONSEJERÍA;MAILA: SAILBURUORDETZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;428316;9103/23;VICECONSEJERO/A;SAILBURUORDEA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC04;Viceconsejero/a;Sailburuordea;80095779;QUINTAS DIEZ, JOSE LUIS;16/01/2021;15/2021;
92846;15/10/2020;16/01/2024;6243;50000000000; Desarrollo Económico, Sostenibilidad y Medio Ambiente; Ekonomiaren Garapena, Jasangarritasuna eta Ingurumena;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6243;50000000000; Desarrollo Económico, Sostenibilidad y Medio Ambiente; Ekonomiaren Garapena, Jasangarritasuna eta Ingurumena;08/09/2020;31/12/9999;6790;50000000000; Consejería; Kontseilaritza;08/09/2020;A03;RANGO: CONSEJERIA;MAILA: KONTSEILARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;440065;9102/5;CONSEJERO/A DEL DEPARTAMENTO;SAILBURUA;A;Miembro Gobierno;Gobernuko kidea;A1;Miembro de Gobierno;Jaurlaritzako kidea;AC03;Consejero/a;Sailburua;80095944;TAPIA OTAEGUI, MARIA ARANZAZU;08/09/2020;177/2020;
93133;08/02/2021;16/01/2024;6550;40000000000; Gobernanza Pública y Autogobierno; Gobernantza Publikoa eta Autogobernua;08/09/2020;31/12/9999;90;EP - Entidad Participada;EP - Erakunde Partaidetua;30001719;9,17E+11; Izenpe, S.A.; Izenpe, S.A.;01/01/1980;31/12/9999;30001719;9,17E+11; Izenpe, S.A.; Izenpe, S.A.;01/01/1980;C65;EP – ENTIDAD PARTICIPADA;EP – ERAKUNDE PARTAIDETUA;;;;;;;;;;;;60007977;7099/1;DIRECTOR/A GENERAL;ZUZENDARI NAGUSIA;1;Cargo púb. directivo;Zuz. kargu publikoa;11;Directivo sec. púb.;Sek. pub. zuzendaria;AD03;Resto Rangos de Cargos;Gainerako karguen mailak;80096227;URRESTARAZU AMONDARAIN, MARIA IZASKUN;08/07/2015;;
93420;16/11/2020;16/01/2024;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;5255;91100000000; Dirección de Salud Pública y Adicciones; Osasun Publikoaren eta Adikzioen Zuzendaritza;08/09/2020;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;440512;9104/29;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;80096565;LARIZGOITIA JAUREGUI, ICIAR;16/11/2020;226/2020;
93707;17/10/2020;16/01/2024;6550;40000000000; Gobernanza Pública y Autogobierno; Gobernantza Publikoa eta Autogobernua;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6550;40000000000; Gobernanza Pública y Autogobierno; Gobernantza Publikoa eta Autogobernua;08/09/2020;31/12/9999;6546;44100000000; Dirección de Tecnologías de la Información y la Comunicación; Informazioaren eta Komunikazioen Teknologien Zuzendaritza;08/09/2020;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;440955;9104/3;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;80096780;ARRIETA GOIRI, XABIER PATXI;23/05/2020;97/2020;
93994;17/10/2020;16/01/2024;5154;60000000000; Economía y Hacienda; Ekonomia eta Ogasuna;08/09/2020;31/12/9999;4;OA - Organismo Autónomo;EA - Erakunde Autonomoa;6223;5,40E+11; Autoridad Vasca de la Competencia; Lehiaren Euskal Agintaritza;10/02/2012;31/12/9999;5237;5,41E+11; Dirección de Investigación; Ikerketa  Zuzendaritza;10/02/2012;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;1017;5433;GOBIERNO VASCO - BILBAO,  ERCILLA, 4;ERCILLA 4;48009;ES;20;;;;;411439;9104/158;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;80097248;BIKANDI ARANA, JOSEBA ANDONI;02/08/2018;140/2018;
94281;17/10/2020;16/01/2024;6550;40000000000; Gobernanza Pública y Autogobierno; Gobernantza Publikoa eta Autogobernua;08/09/2020;31/12/9999;5;OO - Otro Organismo;BE - Beste Erakunde;30003125;5,60E+11; Delegado/a Protección Datos Adm. Pública CAE; EAE Adm. Publ. Datuak Babesteko ordezkaria;22/05/2018;31/12/9999;30003315;5,60E+11; Dirección; Zuzendaritza;22/05/2018;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;60043956;9121/1;DELEGADO/A PROTEC.DATOS ADM.PUBLICA CAE;EAE ADM.PUBL DATUAK BABES. ORDEZKARIA;E;Cargo órg. adm. aut.;Adm-org. aut. kargua;E5;Deleg. Protec. Datos;EAEko Kontr.B.Titul.;AC06;Vocal COJUA;Euskadiko Aholku Batzorde Juridikoko Bokala;80097501;SANABRIA LLAGUNO, Mª ARANZAZU;02/06/2018;105/2018;
94568;16/10/2020;16/01/2024;6243;50000000000; Desarrollo Económico, Sostenibilidad y Medio Ambiente; Ekonomiaren Garapena, Jasangarritasuna eta Ingurumena;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6243;50000000000; Desarrollo Económico, Sostenibilidad y Medio Ambiente; Ekonomiaren Garapena, Jasangarritasuna eta Ingurumena;08/09/2020;31/12/9999;6790;50000000000; Consejería; Kontseilaritza;08/09/2020;A03;RANGO: CONSEJERIA;MAILA: KONTSEILARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;60032032;5303/1;ASESOR/A COORDINACION Y PLANIFICACION;KOORDINAZIOKO ETA PLANIFIKAZIOKO AHOLKUL;C;Personal eventual;Behin-behineko lang.;C1;Rango cargo público;Kargu publiko maila;PE02;Rango Director;Zuzendari maila;80097559;ALONSO FERNANDEZ DE GARAYALDE, MARIA BEL;08/09/2020;186/2020;
94855;26/03/2021;16/01/2024;30002507;30000000000; Trabajo y Empleo; Lana eta Enplegua;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;30002507;30000000000; Trabajo y Empleo; Lana eta Enplegua;08/09/2020;31/12/9999;30002508;30000000000; Consejería; Kontseilaritza;08/09/2020;A03;RANGO: CONSEJERIA;MAILA: KONTSEILARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;60074080;5308/2;ASESOR/A DE ANALISIS Y DESRROLLO NORMATI;ANALISIKO ETA ARAU GARAPENERAKO AHOLKULA;C;Personal eventual;Behin-behineko lang.;C1;Rango cargo público;Kargu publiko maila;PE01;Rango Viceconsejero/a;Sailburuorde maila;80097857;GONZALEZ LOPEZ, ARANZAZU;13/03/2021;61/2021;
95142;23/10/2020;16/01/2024;6692;10000000000; Lehendakaritza; Lehendakaritza;17/12/2012;31/12/9999;1;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6692;10000000000; Lehendakaritza; Lehendakaritza;17/12/2012;31/12/9999;5181;12400000000; Delegación de Euskadi para la Unión Europea; Euskadiren Europar Batasuneko Ordezkaritza;12/04/2013;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;878;5002;DELEGACIÓN DE EUSKADI PARA LA UNIÓN EUROPEA;RUE DE DEUX EGLISES, 27;;BE;;;73222854510;;;60001775;9109/10;DELEGADO/A;ORDEZKARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;80098676;MARIN SANCHEZ, MARTA;09/08/2011;150/2011;
95429;08/04/2021;16/01/2024;5901;20000000000; Seguridad; Segurtasuna;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;5901;20000000000; Seguridad; Segurtasuna;08/09/2020;31/12/9999;6955;21000000000; Viceconsejería de Administración y Servicios; Administrazio eta Zerbitzuen Sailburuordetza;08/09/2020;A10;RANGO: VICECONSEJERÍA;MAILA: SAILBURUORDETZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;404747;9103/35;VICECONSEJERO/A;SAILBURUORDEA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC04;Viceconsejero/a;Sailburuordea;80098872;GOITIA GABIOLA, MIREN;27/03/2021;61/2021;
95716;23/02/2023;16/01/2024;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;90;EPDP - Ente Público Derecho Privado;ZPEP - Zuzenbide Pribatuko Ente Publikoa;30001601;9,06E+11; Osakidetza-Servicio vasco de salud; Osakidetza-Servicio vasco de salud;01/01/1980;31/12/9999;30001615;9,06E+11; Red de Salud Mental de Bizkaia; Bizkaiko Osasun Mentalaren sarea;01/12/2012;C99;CENTROS;ZENTRUAK;;;;;;;;;;;;60007770;7062/3;DIRECTOR/A GERENTE GR.2;ZUZENDARI GERENTEA, 2. MAILAKOA;1;Cargo púb. directivo;Zuz. kargu publikoa;12;Alto cargo sec. púb.;Sek. pub. goi kargua;AD22;Director/a Gerente Gr.2;Zuzendari Gerentea, 2. Mailakoa;80099010;LOZANO OTERO, ARACELI;23/01/2023;38/2023;
96003;17/10/2020;16/01/2024;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;90;EPDP - Ente Público Derecho Privado;ZPEP - Zuzenbide Pribatuko Ente Publikoa;30001601;9,06E+11; Osakidetza-Servicio vasco de salud; Osakidetza-Servicio vasco de salud;01/01/1980;31/12/9999;30001613;9,06E+11; Hospital Santa Marina; Santa Marina Ospitalea;01/12/2012;C99;CENTROS;ZENTRUAK;;;;;;;;;;;;60007858;7076/2;DIRECTOR/A ECONÓMICO-FINANCIERO GR.4;EKONOMIA-FINANTZA ZUZENDARIA, 4. MAILAKO;1;Cargo púb. directivo;Zuz. kargu publikoa;12;Alto cargo sec. púb.;Sek. pub. goi kargua;AD36;Director/a Económico-Financiero Gr.4;Ekonomia-Finantza Zuzendaria, 4. Mailakoa;80099069;GONZALEZ GUTIERREZ, JOSE ANTONIO;16/07/2018;142/2018;
96290;23/10/2020;16/01/2024;5154;60000000000; Economía y Hacienda; Ekonomia eta Ogasuna;08/09/2020;31/12/9999;5;OO - Otro Organismo;BE - Beste Erakunde;5758;5,10E+11; Órgano Administrativo Recursos Contractuales de la CAV; EAEko Kontratuen Inguruko Errekurtsoen Administrazio Organoa;04/06/2011;31/12/9999;5758;5,10E+11; Órgano Administrativo Recursos Contractuales de la CAV; EAEko Kontratuen Inguruko Errekurtsoen Administrazio Organoa;04/06/2011;A23;OTRO ORGANISMO;BESTELAKO ERAKUNDEA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;404886;9115/1;TITULAR ÓRGANO ADMINISTRATIVO;ADMINISTRAZIO ORGANOAREN TITULARRA;E;Cargo órg. adm. aut.;Adm-org. aut. kargua;E3;Titular RCC;EAEko Kontr.B.Titul.;AC06;Vocal COJUA;Euskadiko Aholku Batzorde Juridikoko Bokala;80099195;ARROITAJAUREGUI JAYO, MARIA BEGOÑA;10/11/2017;214/2017;
96577;23/10/2020;16/01/2024;6692;10000000000; Lehendakaritza; Lehendakaritza;17/12/2012;31/12/9999;1;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6692;10000000000; Lehendakaritza; Lehendakaritza;17/12/2012;31/12/9999;6448;12600000000; Delegación de Euskadi en Chile, Perú y Colombia; Euskadiren Txile, Peru eta Kolonbiako Ordezkaritza;12/04/2013;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;565;5358;DELEGACION DE EUSKADI EN CHILE;APOQUINDO 3669 Ofic. 802;;CL;;;5622064048;;;440490;9109/3;DELEGADO/A;ORDEZKARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;80099436;KUTZ GARAIZABAL, RAFAEL MANUEL;19/04/2013;075/2013;
96864;02/12/2020;16/01/2024;6782;1,00E+11; Igualdad, Justicia y Políticas Sociales; Berdintasuna, Justizia eta Gizarte Politikak;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6782;1,00E+11; Igualdad, Justicia y Políticas Sociales; Berdintasuna, Justizia eta Gizarte Politikak;08/09/2020;31/12/9999;5134;1,03E+11; Viceconsejería de Derechos Humanos, Memoria y Cooperación; Giza Eskubide, Memoria eta Lankidetza Sailburuordetza;30/01/2021;A10;RANGO: VICECONSEJERÍA;MAILA: SAILBURUORDETZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;60001580;5258/1;ASESOR/A COORDI. ATENCIÓN A LAS VICTIMAS;BIKTIMEN ARRETARAKO KOORDINATZA. AHOLKUL;C;Personal eventual;Behin-behineko lang.;C1;Rango cargo público;Kargu publiko maila;PE02;Rango Director;Zuzendari maila;80099476;ULLIBARRIARANA ERRASTI, ENRIQUE;08/09/2020;239/2020;
97151;16/10/2020;16/01/2024;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;5600;90000000000; Consejería; Kontseilaritza;08/09/2020;A03;RANGO: CONSEJERIA;MAILA: KONTSEILARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;60001655;5274/1;ASESOR/A DE GESTIÓN ESTRATÉGICA;KUDEAKETA ESTRATEGIKOAREN AHOLKULARI;C;Personal eventual;Behin-behineko lang.;C1;Rango cargo público;Kargu publiko maila;PE02;Rango Director;Zuzendari maila;80099665;ANTIA VINOS, NEREA;08/09/2020;187/2020;
97438;23/10/2020;16/01/2024;6692;10000000000; Lehendakaritza; Lehendakaritza;17/12/2012;31/12/9999;1;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6692;10000000000; Lehendakaritza; Lehendakaritza;17/12/2012;31/12/9999;6432;11100000000; Dirección de Régimen Jurídico; Araubide Juridikoaren Zuzendaritza;15/04/2023;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;1106;1056;SECRETARIA PARA LA PRESIDENCIA DEL GOBIERNO;NAVARRA, 2;1007;ES;59;63;945017900;;;440121;9104/112;DIRECTOR/A;ZUZENDARIA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;80099738;MARTINEZ DE ANTOÑANA BLANCO, NIEVES;19/04/2013;075/2013;
97725;16/10/2020;16/01/2024;30002503;1,10E+11; Cultura y Política Lingüística; Kultura eta Hizkuntza Politika;08/09/2020;31/12/9999;4;OA - Organismo Autónomo;EA - Erakunde Autonomoa;5647;4,40E+11; Habe, Organización para la Alfabetización y Reeuskaldunización de Adultos; Habe, Helduen Alfabetatze Berreuskalduntzerako Erakundea;02/05/1997;31/12/9999;6950;4,40E+11; Dirección General; Zuzendaritza Nagusia;05/03/2013;A05;RANGO: DIRECCIÓN;MAILA: ZUZENDARITZA;289;2013;GOBIERNO VASCO - DONOSTIA, VITORIA-GASTEIZ, 3;VITORIA-GASTEIZ, 3;20018;ES;69;;943022800;;;404860;9111/3;DIRECTOR/A GENERAL (NIVEL DIRECTOR);ZUZENDARI NAGUSIA (ZUZENDARIA);B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC05;Director;Zuzendaria;80099862;AZKUE ARRASTOA, JOKIN;14/01/2017;sep-17;
98012;15/10/2020;16/01/2024;30002503;1,10E+11; Cultura y Política Lingüística; Kultura eta Hizkuntza Politika;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;30002503;1,10E+11; Cultura y Política Lingüística; Kultura eta Hizkuntza Politika;08/09/2020;31/12/9999;30002504;1,10E+11; Consejería; Kontseilaritza;08/09/2020;A03;RANGO: CONSEJERIA;MAILA: KONTSEILARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;60030615;9102/16;CONSEJERO/A DEL DEPARTAMENTO;SAILBURUA;A;Miembro Gobierno;Gobernuko kidea;A1;Miembro de Gobierno;Jaurlaritzako kidea;AC03;Consejero/a;Sailburua;80099944;ZUPIRIA GOROSTIDI, BINGEN;08/09/2020;177/2020;
98299;17/10/2020;16/01/2024;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;90;EPDP - Ente Público Derecho Privado;ZPEP - Zuzenbide Pribatuko Ente Publikoa;30001601;9,06E+11; Osakidetza-Servicio vasco de salud; Osakidetza-Servicio vasco de salud;01/01/1980;31/12/9999;30001619;9,06E+11; OSI Goierri-Alto Urola; Goierri-Urola Garai ESIa;01/12/2012;C99;CENTROS;ZENTRUAK;;;;;;;;;;;;60007822;7071/2;DIRECTOR/A ECONÓMICO-FINANCIERO GR.3;EKONOMIA-FINANTZA ZUZENDARIA, 3. MAILAKO;1;Cargo púb. directivo;Zuz. kargu publikoa;12;Alto cargo sec. púb.;Sek. pub. goi kargua;AD31;Director/a Económico-Financiero Gr.3;Ekonomia-Finantza Zuzendaria, 3. Mailakoa;80099956;BLANCO POMPEYO, Mª DOLORES;27/04/2017;86/2017;
98586;17/10/2020;16/01/2024;6550;40000000000; Gobernanza Pública y Autogobierno; Gobernantza Publikoa eta Autogobernua;08/09/2020;31/12/9999;5;OO - Otro Organismo;BE - Beste Erakunde;6230;4,90E+11; COJUAE, Comisión Jurídica Asesora de Euskadi; EABJ, Euskadiko Aholku Batzorde Juridikoa;16/12/2004;31/12/9999;6230;4,90E+11; COJUAE, Comisión Jurídica Asesora de Euskadi; EABJ, Euskadiko Aholku Batzorde Juridikoa;16/12/2004;A23;OTRO ORGANISMO;BESTELAKO ERAKUNDEA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;446452;9153/1;VOCAL COMISION JURIDICA ASESORA EUSKADI;EUSKADIKO AHOLKU BATZORDE JURIDIKO KIDEA;E;Cargo órg. adm. aut.;Adm-org. aut. kargua;E1;Miembro cojua;EABJko kidea;AC06;Vocal COJUA;Euskadiko Aholku Batzorde Juridikoko Bokala;80100029;ASTIGARRAGA GOENAGA, Mª TERESA;06/03/2020;46/2020;
98873;21/02/2023;16/01/2024;6782;1,00E+11; Igualdad, Justicia y Políticas Sociales; Berdintasuna, Justizia eta Gizarte Politikak;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6782;1,00E+11; Igualdad, Justicia y Políticas Sociales; Berdintasuna, Justizia eta Gizarte Politikak;08/09/2020;31/12/9999;5141;1,00E+11; Consejería; Kontseilaritza;08/09/2020;A03;RANGO: CONSEJERIA;MAILA: KONTSEILARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;60001682;5263/1;ASESOR/A DE GABINETE;KABINETEKO AHOLKULARIA;C;Personal eventual;Behin-behineko lang.;C1;Rango cargo público;Kargu publiko maila;PE02;Rango Director;Zuzendari maila;80100039;JUANENA GURUCETA, SERGIO EMILIO;14/02/2023;36/2023;
99160;23/10/2020;16/01/2024;6550;40000000000; Gobernanza Pública y Autogobierno; Gobernantza Publikoa eta Autogobernua;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6550;40000000000; Gobernanza Pública y Autogobierno; Gobernantza Publikoa eta Autogobernua;08/09/2020;31/12/9999;6811;42000000000; Viceconsejería de Régimen Jurídico; Araubide Juridikoaren Sailburuordetza;08/09/2020;A10;RANGO: VICECONSEJERÍA;MAILA: SAILBURUORDETZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;405897;9103/34;VICECONSEJERO/A;SAILBURUORDEA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC04;Viceconsejero/a;Sailburuordea;80100111;TORRE DIEZ, SABINO;19/12/2012;245/2012;
99447;05/10/2023;16/01/2024;5213;90000000000; Salud; Osasuna;08/09/2020;31/12/9999;90;EPDP - Ente Público Derecho Privado;ZPEP - Zuzenbide Pribatuko Ente Publikoa;30001601;9,06E+11; Osakidetza-Servicio vasco de salud; Osakidetza-Servicio vasco de salud;01/01/1980;31/12/9999;30001603;9,06E+11; Emergencias (Unidades Territoriales de Emergencias); Larrialdiak (Larrialdietako lurralde-unitateak);01/12/2012;C99;CENTROS;ZENTRUAK;;;;;;;;;;;;60007839;7073/5;DIRECTOR/A GERENTE GR.4;ZUZENDARI GERENTEA, 4. MAILAKOA;1;Cargo púb. directivo;Zuz. kargu publikoa;12;Alto cargo sec. púb.;Sek. pub. goi kargua;AD33;Director/a Gerente Gr.4;Zuzendari Gerentea, 4. Mailakoa;80100260;BEITIA ARRIOLA, ANA LUKENE;02/10/2023;191/2023;
99734;15/10/2020;16/01/2024;6482;80000000000; Planificación Territorial, Vivienda y Transportes; Lurralde Plangintza, Etxebizitza eta Garraioak;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6482;80000000000; Planificación Territorial, Vivienda y Transportes; Lurralde Plangintza, Etxebizitza eta Garraioak;08/09/2020;31/12/9999;5480;80000000000; Consejería; Kontseilaritza;08/09/2020;A03;RANGO: CONSEJERIA;MAILA: KONTSEILARITZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;446048;9102/9;CONSEJERO/A DEL DEPARTAMENTO;SAILBURUA;A;Miembro Gobierno;Gobernuko kidea;A1;Miembro de Gobierno;Jaurlaritzako kidea;AC03;Consejero/a;Sailburua;80100341;ARRIOLA LÓPEZ, IGNACIO MARÍA;08/09/2020;177/2020;
100021;28/07/2023;16/01/2024;6550;40000000000; Gobernanza Pública y Autogobierno; Gobernantza Publikoa eta Autogobernua;08/09/2020;31/12/9999;3;AG - Departamento Administración General;AO - Administrazio Orokorra Saila;6550;40000000000; Gobernanza Pública y Autogobierno; Gobernantza Publikoa eta Autogobernua;08/09/2020;31/12/9999;6565;41000000000; Viceconsejería de Relaciones Institucionales; Erakunde Harremanetarako Sailburuordetza;08/09/2020;A10;RANGO: VICECONSEJERÍA;MAILA: SAILBURUORDETZA;117;1800;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;DONOSTIA-SAN SEBASTIAN, 1;1010;ES;59;;945-018000;;;60001671;9103/36;VICECONSEJERO/A;SAILBURUORDEA;B;Alto cargo;Goi-kargua;B1;Alto Cargo;Goi-karguduna;AC04;Viceconsejero/a;Sailburuordea;80100755;URBINA GARCIA DE VICUÑA, JON IÑAKI;29/07/2023;143/2023;
